Bad rating rate,priority_5
month,Old priority,New priority
1,0.03518088284,0.03124209461
2,0.03480589023,0.03154959038
3,0.03125,0.03162127582
4,0.02818814739,0.02858944713
5,0.02441035791,0.02423984691
