B2c per order,Priority 4
month,Priority
1,101.42359413202932
2,145.09838915285664
3,172.5882539347206
4,110.91267199289835
5,109.32687015261446
6,18.85176866928692
7,0.0894054537326776
8,17.685851318944845
9,11.96827823428244
