B cancel rate,Priority 4
month,Priority
1,0.0356531660011409
2,0.028104072894939
3,0.0269161496898138
4,0.0235368956743002
5,0.025960296017855
6,0.0250461376219351
7,0.0342077649527806
8,0.0316895715440582
9,0.0248278361725262
