B2c gmv,Priority 4
month,Priority
1,0.0129918437121292
2,0.0164299008359152
3,0.0194047920623739
4,0.013176460842521
5,0.0130080152929044
6,0.0022134480168601
7,1.0252113832e-05
8,0.0019060592469672
9,0.0012941784863686
