Tri per order,Priority 3
month,Priority
1,7384.235053628974
2,7065.475616788171
3,8121.00213762215
4,8539.313135339844
5,8473.919967532467
6,8141.000238492727
7,8246.769124282198
8,7775.648525737131
9,7472.117734859107
