B cancel rate,Priority 3
month,Priority
1,0.0425612387923554
2,0.03306437636003
3,0.0321140142517814
4,0.040634110787172
5,0.0418722895169732
6,0.0183212996389891
7,0.0246853823814133
8,0.0192371950928445
9,0.0152352179542511
