R burn gmv,Priority 3
month,Priority
1,0.1561384424479197
2,0.1655900580174792
3,0.1806556302074115
4,0.1736234576302618
5,0.1849693008705471
6,0.212049927452318
7,0.2541515484846162
8,0.2391318559197221
9,0.246847458909814
