B p1,Priority 3
month,Priority
1,0.0771301706628008
2,0.0685642685953201
3,0.0571960192463427
4,0.0597156797490737
5,0.0619590019064913
6,0.0666629110936645
7,0.0672314611531131
8,0.069151379266127
9,0.069347999754194
