B2c gmv,Priority 3
month,Priority
1,0.0285861448708836
2,0.0320563205993892
3,0.0557030663367976
4,0.0736243576599025
5,0.0905619502532943
6,0.1163208734879062
7,0.2321963300766178
8,0.1748100237505818
9,0.1588020526092562
