R burn per order,Priority 3
month,Priority
1,6902.780073108557
2,7081.696672021088
3,9066.071355863192
4,8951.389675104643
5,9647.923214285714
6,11105.05637968042
7,13843.539786710418
8,11982.0043978011
9,12219.717626306028
