Active rs,Priority 3
month,Priority
1,446.8387096774193
2,451.2068965517241
3,107.48387096774194
4,84.5
5,89.3225806451613
6,147.93333333333334
7,118.38709677419357
8,113.38709677419357
9,121.13333333333334

Aop,Priority 3
month,Priority
1,44209.35654850657
2,42766.436323571805
3,50184.27239413681
4,51556.33805062786
5,52159.591720779215
6,52370.00791795849
7,54469.62597415914
8,50106.26606696652
9,49503.11289520105

Asp,Priority 3
month,Priority
1,31275.13683805493
2,29456.36031138021
3,33732.34843241042
4,34414.141319513656
5,33676.36542207792
6,31036.49110422132
7,24427.1198728466
8,25255.100049975008
9,25294.254964041796

B2c gmv,Priority 3
month,Priority
1,0.0285861448708836
2,0.0320563205993892
3,0.0557030663367976
4,0.0736243576599025
5,0.0905619502532943
6,0.1163208734879062
7,0.2321963300766178
8,0.1748100237505818
9,0.1588020526092562

B2c per order,Priority 3
month,Priority
1,1263.7750709441584
2,1370.9345936817826
3,2795.417854234528
4,3795.802272274267
5,4723.674350649351
6,6091.7250655855
7,12647.647251845776
8,8759.07756121939
9,7861.195938305667

B2c total burn,Priority 3
month,Priority
1,52550295.0
2,66569842.0
3,27462185.0
4,19043540.0
5,29097834.0
6,127713016.0
7,246679712.0
8,175269142.0
9,173803181.0

Bad rating rate,Priority 3
month,Priority
1,0.0267904381703621
2,0.0240331150376868
3,0.0274837133550488
4,0.026709188758222
5,0.0264610389610389
6,0.0253756260434056
7,0.0257383100902379
8,0.0207896051974013
9,0.0214392328915826

B cancel order cnt,Priority 3
month,Priority
1,1913
2,1717
3,338
4,223
5,280
6,406
7,510
8,403
9,353

B cancel rate,Priority 3
month,Priority
1,0.0425612387923554
2,0.03306437636003
3,0.0321140142517814
4,0.040634110787172
5,0.0418722895169732
6,0.0183212996389891
7,0.0246853823814133
8,0.0192371950928445
9,0.0152352179542511

B p1,Priority 3
month,Priority
1,0.0771301706628008
2,0.0685642685953201
3,0.0571960192463427
4,0.0597156797490737
5,0.0619590019064913
6,0.0666629110936645
7,0.0672314611531131
8,0.069151379266127
9,0.069347999754194

B p1p2,Priority 3
month,Priority
1,0.0054799897725516
2,0.0086274275817774
3,0.0053588150585141
4,0.0041392549341118
5,0.0046323935586046
6,0.0068619683852287
7,0.0092195892601868
8,0.0085211795746598
9,0.0087941463072047

B p2,Priority 3
month,Priority
1,0.0710485887099772
2,0.1258297909177476
3,0.0936920983160345
4,0.0693160481720224
5,0.0747654645179051
6,0.1029353244953164
7,0.1371320673693251
8,0.1232250125028798
9,0.126811823533135

Click pay user cnt app,Priority 3
month,Priority
1,47773
2,55235
3,11428
4,5796
5,7061
6,23022
7,21715
