B p1p2,Priority 3
month,Priority
1,0.0054799897725516
2,0.0086274275817774
3,0.0053588150585141
4,0.0041392549341118
5,0.0046323935586046
6,0.0068619683852287
7,0.0092195892601868
8,0.0085211795746598
9,0.0087941463072047
