B2c per order,Priority 5
month,Priority
1,7.504715842839037
2,8.620853144119737
3,5.6002039952942
4,0.6238372400177955
5,0.9357215771530212
6,0.5052592488631898
7,0.1444797894855432
8,0.9685145410429908
9,1.077798567282911
