Bad rating rate,Priority 5
month,Priority
1,0.0225602027883396
2,0.0223505844159369
3,0.0231291255440357
4,0.0225503281058836
5,0.0210978803300558
6,0.0210857239095042
7,0.0223872790040799
8,0.0203164513703779
9,0.0207601923818414
