Asp,Priority 5
month,Priority
1,199.2261326090893
2,215.8084022345156
3,224.3402274663437
4,217.2336390557224
5,214.72052428479668
6,214.9629851232246
7,222.1533573676036
8,219.77689426560045
9,221.6481976378432
