Orders per eff online,Priority 5
month,Priority
1,0.7180709984086205
2,0.6608320986148432
3,0.6498706307269912
4,0.5909591337068867
5,0.833082929600191
6,0.7994237578705968
7,0.6147479754431269
8,0.6246324451536126
9,0.5946660230495384
