P2c burn per order,Priority 5
month,Priority
1,13.307193699076588
2,9.962204819734962
3,10.35061760734383
4,11.059546282393503
5,10.637727061613717
6,11.251538595407848
7,10.442648732165418
8,10.962490687581164
9,11.69237068003328
