Tri per order,Priority 5
month,Priority
1,57.14793901864928
2,60.13306198120531
3,61.755149200535485
4,58.90769658547436
5,57.92014373239785
6,57.83641593218436
7,59.70343985128795
8,59.1016130988996
9,59.54265478823792
