country_code,month_,priority,eff_online_rs,complete_orders,daily_orders,orders_per_eff_online,active_rs,b_cancel_rate,bad_rating_rate,daily_online_hours,healthy_stores,exposure_uv,shop_enter_uv,click_pay_user_cnt_app,pay_success_user_cnt_app,b_p1,b_p2,b_p1p2,r_burn,r_burn_gmv,r_burn_per_order,b2c_total_burn,b2c_gmv,b2c_per_order,tri_per_order,total_p2c_burn,p2c_gmv,p2c_burn_per_order,ted,ted_gmv,ted_per_order,imperfect_orders,imperfect_order_rate,pay_order_cnt,b_cancel_order_cnt,exposure_per_eff_online
CO,1,Priority 5,1786.0967741935483,37734,1217.225806451613,0.6815004786071629,608.5483870967741,0.0796136534133533,0.0336301478772459,12721.977204301067,1437.0,18190150,894946,47486,41735,0.0491994843363028,0.0530601846368384,0.0026105337229214,203164901.0,0.1111116591694995,5384.133699051254,25046230.0,0.0136978787061299,663.757619123337,8983.171198388722,188031491.0,0.1028351395260189,4983.078682355435,416242622.0,0.2276446774016483,11030.970000530024,1235.0,0.0327291037260825,42656,3396,328.5258899384132
CO,2,Priority 5,1997.448275862069,31502,1086.2758620689656,0.5438317853813486,597.3103448275862,0.0791348743267504,0.0317440162529363,14255.943534482734,1619.0344827586207,14863280,629147,39587,34924,0.0423289475808838,0.0629217019233978,0.0026634094224155,171709659.0,0.1185533407588934,5450.754206082153,49770058.0,0.0343626950284951,1579.9015300615831,8338.49152434766,154759747.0,0.1068506287223547,4912.695924068313,376239464.0,0.2597666645097432,11943.35166021205,1009.0,0.0320297123992127,35648,2821,256.590822773884
CO,3,Priority 5,1852.774193548387,32705,1055.0,0.5694163938992967,567.1935483870968,0.084790233193221,0.0337868827396422,13145.102132616434,1494.032258064516,18170987,700810,41518,36612,0.0385675252533062,0.0592428761005122,0.002284851120085,190900701.0,0.1302854070375253,5837.049411404984,48427854.0,0.0330509140998065,1480.7477144167558,7900.415991438619,155060835.0,0.1058255097950297,4741.196606023544,394389390.0,0.2691618309323615,12058.993731845285,1142.0,0.034918208225042,37351,3167,316.3692980012536
CO,4,Priority 5,1804.3,20887,696.2333333333333,0.3858744850265107,459.6,0.0920611560788161,0.0301623019102791,12859.540842592602,1460.3333333333333,14779494,547190,27810,23963,0.0370235949891112,0.0508232972093788,0.0018816611718912,100337704.0,0.1076116599157269,4803.835112749557,6870098.0,0.0073681439786953,328.9174127447695,8082.708383204864,98664619.0,0.1058172850511187,4723.733374826447,205872421.0,0.220797088945541,9856.485900320771,649.0,0.0310719586345573,24462,2252,273.042066175248
CO,5,Priority 5,1737.2903225806451,21424,691.0967741935484,0.3978015448603684,449.9354838709677,0.0867869920006431,0.0297330097087378,12425.216738351215,1401.6774193548388,14937179,548585,28166,24296,0.0367261448764857,0.0513430006288906,0.0018856304794901,103611138.0,0.108258843330439,4836.218166542196,3234139.0,0.0033792134134253,150.95869118745333,8063.709297983572,90914811.0,0.0949929946765518,4243.596480582524,197760088.0,0.2066310514204162,9230.773338312172,619.0,0.0288928304705003,24877,2159,277.35403669043376
CO,6,Priority 5,1646.6666666666667,24349,811.6333333333333,0.4928947368421053,466.7,0.0823267641449459,0.0295700028748613,11795.465268518548,1321.9333333333334,16406590,580619,32010,27628,0.0353893770734808,0.0551308172829342,0.0019510452811949,142787276.0,0.1279364917124808,5864.194669185593,1802851.0,0.0016153430367306,74.04209618464824,8019.9232412008705,108905381.0,0.0975785291523529,4472.6839295248255,253495508.0,0.2271303639015643,10410.920694895069,652.0,0.0267772803811244,28314,2331,332.1172064777328
CO,1,Priority 4,496.3870967741936,32332,1042.967741935484,2.1011177540940995,362.8709677419355,0.0405355256772572,0.0326611406655944,4096.493127240142,437.64516129032256,7237759,605914,38122,34414,0.0837156915559084,0.0629165195060685,0.0052670999407413,226356144.0,0.1602048468024857,7000.994185327229,27245599.0,0.01928322746935,842.6821415316094,7261.571631819869,160986852.0,0.1139393590388889,4979.180131139429,414588595.0,0.2934274333107248,12822.856457998269,998.0,0.030867252257825,35031,1420,470.3508578112815
CO,2,Priority 4,551.448275862069,29837,1028.8620689655172,1.865745372686343,391.4827586206897,0.036640219903792,0.0296276435298454,4589.054090038311,492.1724137931034,6792638,402558,34853,31524,0.0592638677344501,0.0865788283924304,0.0051309962344526,193572904.0,0.1489607048186905,6487.679860575795,46608377.0,0.0358666763008072,1562.0999765391962,7384.205885310185,145240762.0,0.1117675347574662,4867.807152193584,385422043.0,0.2965949158769641,12917.586989308576,836.0,0.0280189027046955,32014,1173,424.7522511255628
CO,3,Priority 4,559.4193548387096,36461,1176.1612903225807,2.1024679967708453,413.741935483871,0.0340545482248971,0.0325279065302652,4652.778862007164,497.5806451612903,8357099,492130,42554,38793,0.0588876594617342,0.0864690224127771,0.0050919583458326,254197840.0,0.1574743021514857,6971.773675982557,57603906.0,0.0356853342992599,1579.8772935465292,7437.843366885167,176357908.0,0.109252850028922,4836.891692493349,488159654.0,0.3024124864796677,13388.542662022433,1157.0,0.0317325361344998,39378,1341,481.8993772344597
CO,4,Priority 4,600.6,35618,1187.2666666666669,1.9768009768009769,443.1666666666667,0.0333101296826256,0.0305182772755348,5008.314064814824,538.5666666666667,7652307,473382,41321,38140,0.061861344559229,0.0872889125484281,0.0053998094953587,269553587.0,0.1762646408208196,7567.903503846371,21720936.0,0.0142036061361409,609.8303105171542,7039.751754730753,165013822.0,0.1079047115974778,4632.877253074288,456288345.0,0.2983729585544385,12810.611067437812,1043.0,0.0292829468246392,38787,1292,424.7034632034632
