P2c burn per order,Priority 0
month,Priority
1,13.406486553894457
2,10.436072810574869
3,9.905927606893297
4,11.566774493996054
5,12.051120398167168
6,11.498988717327112
7,9.727085092552656
8,10.942865038525415
9,11.56620622963136
