Tri per order,Priority 0
month,Priority
1,61.43131600181922
2,59.38769510571774
3,58.170106387759226
4,57.89718330312165
5,58.22337083267498
6,56.858023805664594
7,56.73965080888651
8,56.26218742682894
9,56.50624181447152
