Ted per order,Priority 0
month,Priority
1,68.14091195845131
2,67.59869950159428
3,64.65050598782214
4,68.93553284393747
5,72.44404890188022
6,70.62370094221946
7,61.65942281406242
8,59.766627024966645
9,62.47698940069241
