B p1,Priority 0
month,Priority
1,0.0858177368872645
2,0.0639562915491625
3,0.0653831479644978
4,0.0700019719831209
5,0.0703277645115297
6,0.0714312697670749
7,0.0724217883366641
8,0.0727384000450119
9,0.0692460758825903
