R burn gmv,Priority 0
month,Priority
1,0.0877702622679321
2,0.0881164854993746
3,0.1011961110972002
4,0.1038113517000489
5,0.1051596824742737
6,0.1081720450141533
7,0.0987495272971212
8,0.1006363889398198
9,0.1030053009651696
