B2c per order,Priority 0
month,Priority
1,32.25872537081322
2,35.17987431507909
3,29.555403195003034
4,31.65064826591621
5,34.08981284563122
6,32.71393462956046
7,28.379333450783367
8,24.71694611887065
9,25.98319420896068
