B2c gmv,Old_3_vs_New_2
month,Old priority,New priority
1,0.08491317,0.07382013
2,0.06543063,0.05620818
3,0.06987155,0.05770032
4,0.03352356,0.0477778
5,0.03720778,0.03952386
