Eff online rs,Priority 0,Priority 1,Priority 2,Priority 3,Priority 4,Priority 5
month,New Rs,Priority 1,Priority 2,Priority 3,Priority 4,Priority 5
1,240,61,113,380,149,581
2,238,42,119,226,151,773
3,195,97,221,113,112,760
4,128,103,261,94,127,738
5,84,107,292,84,96,707
6,57,119,240,85,95,707
7,47,132,259,82,71,637
