R burn gmv,Priority 4
month,Priority
1,0.2374276256456273
2,0.1874588611697396
3,0.2197579236954228
4,0.1999920089451383
5,0.2232293614452541
6,0.2414703483240002
7,0.2305035494181809
8,0.1908929823499465
9,0.2239365894621601
