B cancel rate,Priority 4
month,Priority
1,0.0314042786615469
2,0.0310507346825616
3,0.0344785869828212
4,0.0258877434135166
5,0.0252172431419321
6,0.0306707111560498
7,0.0311209907907272
8,0.0292517006802721
9,0.0210360241914278
