Ted gmv,Priority 4
month,Priority
1,0.4015925484320975
2,0.3334705953501643
3,0.362059867149104
4,0.3020375979131239
5,0.36268537209108
6,0.337382389136571
7,0.3297876119418417
8,0.2806700334352538
9,0.3140821888947032
