P2c burn per order,Old_1_vs_New_Rs
month,Old priority,New priority
1,3.87527075227,3.87527075227
2,4.002362926498,4.002362926498
3,3.338489711934,3.338489711934
4,3.01697578426,3.01697578426
5,3.518073196986,3.518073196986
6,3.495731707317,3.495731707317
