B2c total burn,Old_3_vs_New_2
month,Old priority,New priority
1,386920.0,2544506.0
2,483899.0,2401323.0
3,127723.0,2916470.0
4,60829.0,2435321.0
5,83891.0,3277495.0
6,110844.0,3073305.0
