Orders per eff online,Old_3_vs_New_2
month,Old priority,New priority
1,2.027173913043478,3.6499558303886928
2,1.3627684964200475,3.3982182628062363
3,1.3333333333333333,3.4436450839328536
4,0.8211267605633803,2.976686094920899
5,0.917079207920792,3.0364396654719235
6,1.120051085568327,3.2464606181455635
