R burn,Old_3_vs_New_2
month,Old priority,New priority
1,2410904.0,20655528.0
2,902218.0,19055699.0
3,696519.0,19873487.0
4,307579.0,18593550.0
5,502613.0,20182466.0
6,690118.0,21109518.0
