B2c per order,Old_3_vs_New_2
month,Old priority,New priority
1,207.463806970509,153.96054940400555
2,423.72942206655,157.38124262681873
3,127.214143426295,184.6334515067105
4,104.337907375643,170.30216783216784
5,113.21322537112,214.93179880647912
6,126.389965792474,188.76635341809472
