Daily online hours,Old_3_vs_New_2
month,Old priority,New priority
1,243.39584229390684,1321.300600358423
2,237.0759674329502,1401.293678160917
3,199.57480286738348,1321.9820967741916
4,178.32798148148143,1412.0255092592618
5,210.68955197132613,1446.3048118279598
6,208.2771203703704,1494.5365833333308
