B p1p2,Old_3_vs_New_2
month,Old priority,New priority
1,0.009775685786107,0.0099532429793899
2,0.0078322469070107,0.0097921099031684
3,0.0065878506392975,0.0096649186624272
4,0.0061864255546963,0.0105504189040954
5,0.0058509022026545,0.0097792984834489
6,0.0061947209200286,0.009795429614824
