B2c gmv,Old_1_vs_New_Rs,,,B2c gmv,Old_2_vs_New_1,,,B2c gmv,Old_3_vs_New_2,,,B2c gmv,priority_4,,,B2c gmv,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
2,7664588.0%,7664588.0%,,2,56977859.0%,1224109.0%,,2,3244200.0%,56859909.0%,,2,26287218.0%,8907967.0%,,2,7867986.0%,8909256.0%
3,5915852.0%,5915852.0%,,3,59305623.0%,59670566.0%,,3,5055913.0%,20466313.0%,,3,29449501.0%,11466142.0%,,3,9863020.0%,9453773.0%
4,4773538.0%,4773538.0%,,4,53507075.0%,57556330.00000001%,,4,1879932.0%,22561670.0%,,4,29359359.000000004%,4989199.0%,,4,7408899.000000001%,5611464.0%
5,3586162.9999999995%,3586162.9999999995%,,5,59600553.0%,65658739.0%,,5,3311480.0000000005%,24039103.0%,,5,35141099.0%,8433680.0%,,5,8430252.0%,6044791.0%
6,4189800.0%,4189800.0%,,6,64170034.0%,68407806.0%,,6,2940350.0%,28413246.999999996%,,6,37414572.0%,7369733.0%,,6,8770863.0%,5981613.0%
,,,
Ted gmv,Old_1_vs_New_Rs,,,Ted gmv,Old_2_vs_New_1,,,Ted gmv,Old_3_vs_New_2,,,Ted gmv,priority_4,,,Ted gmv,priority_5
month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority,,month,Old priority,New priority
1,33.7201662%,33.7201662%,,1,46.1105534%,36.7192424%,,1,33.835931200000005%,45.8263129%,,1,38.9435863%,40.1592548%,,1,25.7691788%,29.9169856%
2,35.2076282%,35.2076282%,,2,42.1036307%,34.2356495%,,2,34.831085%,42.1649856%,,2,36.3567746%,33.3470595%,,2,25.6914575%,27.267781600000003%
3,32.5228995%,32.5228995%,,3,41.610449100000004%,42.9147311%,,3,35.8766656%,35.5218208%,,3,36.7602107%,36.2059867%,,3,26.6258636%,26.212743500000002%
4,34.9721555%,34.9721555%,,4,43.6934362%,43.4556516%,,4,29.8087021%,35.7438352%,,4,36.042933500000004%,30.2037598%,,4,23.2515011%,23.1490033%
5,34.7239686%,34.7239686%,,5,43.0981527%,42.5324938%,,5,32.829121%,36.762152900000004%,,5,37.3806548%,36.2685372%,,5,25.5061287%,23.8802379%
6,36.7841885%,36.7841885%,,6,42.5532849%,42.1842204%,,6,34.029583699999996%,38.5644761%,,6,37.462108799999996%,33.7382389%,,6,25.508999199999998%,22.5466808%
,,,
