Tri per order,Priority 1
month,Priority
1,56.64623336247936
2,56.74461293608352
3,50.5551121575776
4,50.4933832363466
5,50.451371123956754
6,50.42155142649353
7,50.63955431273617
8,50.99517269450125
9,50.742149636514
