Active rs,Priority 1
month,Priority
1,69.09677419354838
2,57.44827586206897
3,3288.2580645161293
4,3420.3
5,3269.4193548387098
6,3391.633333333333
7,3875.741935483871
8,4065.3548387096776
9,4050.2
