R burn per order,Priority 1
month,Priority
1,40.843084620615954
2,47.99058059587471
3,42.46178969234626
4,43.50629601784816
5,44.32877468636192
6,45.44854495456426
7,45.52783740931639
8,46.39004419457071
9,46.682867929381175
