P2c burn per order,Priority 1
month,Priority
1,12.035311376663753
2,9.932079195314488
3,10.748034546979223
4,11.70198999580158
5,10.949102548836288
6,10.911838304614095
7,9.101340449238984
8,10.247735633656411
9,10.9492813899548
