Ted gmv,Priority 1
month,Priority
1,0.215924915859402
2,0.2607134406483945
3,0.2490976861510819
4,0.2722240258743831
5,0.2610239765906501
6,0.2623541978851916
7,0.2556796568866102
8,0.2628454273616888
9,0.2626218366144392
