R burn gmv,Priority 1
month,Priority
1,0.1582812173595104
2,0.1780687980248111
3,0.1725483953977413
4,0.1766983434539093
5,0.1787328677073871
6,0.182773039996351
7,0.1845497101948892
8,0.1853328624827422
9,0.1862797282606991
