Ted per order,Priority 1
month,Priority
1,55.717537161177496
2,70.26379424497073
3,61.29951853690647
4,67.02642945801337
5,64.7383617487099
6,65.23728311813291
7,63.07537321684592
8,65.79195307461995
9,65.81467896971354
