B2c per order,Priority 5
month,Priority
1,609.215427259734
2,1720.1171174120882
3,1537.6938420929532
4,366.5446201141853
5,494.66289075264126
6,74.30200711278258
7,4.468732287927451
8,16.42058516196447
9,11.221037374469406
