B2c gmv,Priority 5
month,Priority
1,0.0123044997772647
2,0.0390857417945403
3,0.0338257617508183
4,0.0082535496330005
5,0.0111759738125044
6,0.0016214398434337
7,9.98811481689e-05
8,0.0003647183086195
9,0.0002547981441609
