R burn gmv,Priority 5
month,Priority
1,0.1000934372808321
2,0.1345571962219523
3,0.1539501321041523
4,0.150540347643161
5,0.1395324993811748
6,0.1282492886404917
7,0.1368294886081729
8,0.140313289263373
9,0.168232974846735
