P2c gmv,Priority 5
month,Priority
1,0.1052715587947846
2,0.1119284764382882
3,0.1088560969469018
4,0.1067596539859472
5,0.0994866953852239
6,0.0976555416961072
7,0.0876222394812174
8,0.1016619241419854
9,0.0988837124134741
