Orders per eff online,Priority 5
month,Priority
1,0.5964762716680875
2,0.5110519886886535
3,0.530863102628685
4,0.4349902571352156
5,0.5004542481284977
6,0.4944217632078904
7,0.4324346405228758
8,0.393494300660164
9,0.4856087076745179
