Bad rating rate,Priority 5
month,Priority
1,0.0317034085495257
2,0.0288127823980092
3,0.0319088509472418
4,0.0303030303030303
5,0.0296627092183131
6,0.0297592282222131
7,0.0266861893066314
8,0.0269360269360269
9,0.0293508644787245
