R burn per order,Priority 5
month,Priority
1,4955.785872060288
2,5921.702540763538
3,6998.4579170704
4,6685.578568291612
5,6175.886831499837
6,5876.986183215468
7,6121.819431324391
8,6317.276268431441
9,7408.800031059117
