B p1,Priority 5
month,Priority
1,0.0451643277603044
2,0.0424915262287144
3,0.0377135115393023
4,0.0372928611340115
5,0.038545053156561
6,0.0354524695381191
7,0.0316795707920595
8,0.0348958512915049
9,0.0355074348064553
