Healthy stores,Old_2_vs_New_1
month,Old priority,New priority
1,62.38709677419355,86.12903225806451
2,64.06896551724138,94.58620689655172
3,62.45161290322581,99.64516129032258
4,64.26666666666667,106.5
5,65.19354838709677,107.87096774193547
6,63.23333333333333,105.33333333333331
