Daily orders,Old_2_vs_New_1
month,Old priority,New priority
1,1096.9032258064517,1223.451612903226
2,859.6551724137931,1006.8275862068964
3,912.2258064516128,1060.225806451613
4,987.2,1124.4666666666667
5,1088.258064516129,1273.4193548387098
6,1117.5333333333333,1306.4666666666667
