B2c gmv,Old_2_vs_New_1
month,Old priority,New priority
1,0.08574115,0.0852427733750194
2,0.06616652,0.0655433010353575
3,0.07291734,0.0735225963154817
4,0.07255999,0.071313359316584
5,0.07828684,0.0765702614451185
6,0.07861834,0.0715223866923774
