R burn gmv,Old_2_vs_New_1
month,Old priority,New priority
1,0.296377398,0.290632635135044
2,0.290562083,0.2856013466393631
3,0.299661992,0.2917687896252493
4,0.313102772,0.3048022141916925
5,0.287311487,0.2869053936204207
6,0.27775806,0.2826467081936081
