B2c per order,Old_2_vs_New_1
month,Old priority,New priority
1,3.71989677685,3.716843409708124
2,2.690946650622,2.715443181039797
3,3.048491106475,3.121429397267776
4,2.995468327931,2.9721853323056857
5,3.209126452454,3.195741463167494
6,3.175746883016,2.9592253916415774
