Bad rating rate,Old_2_vs_New_1
month,Old priority,New priority
1,0.0220856369838842,0.0224378411158277
2,0.0208584035298836,0.0218508116994314
3,0.0222072916298313,0.0235494569020598
4,0.0203268503511615,0.0219956127349261
5,0.0203936447711643,0.0213040834937683
6,0.0206705243691463,0.0223503597489411
