Bad rating rate,Priority 2
month,Priority
1,0.0215330029974918
2,0.0206255179399036
3,0.0250531096622958
4,0.0224089635854341
5,0.0236888949746679
6,0.0256156416285113
7,0.0201464128843338
8,0.0199184065274778
9,0.0218319600649545
