Ted gmv,Priority 2
month,Priority
1,0.2520640089878168
2,0.2480786571919011
3,0.2075215412124858
4,0.2290792400115255
5,0.2388342612520502
6,0.2366861623451163
7,0.2502920211225117
8,0.2396068518971744
9,0.2366811101817581
