B2c per order,Priority 2
month,Priority
1,254.9156420138252
2,194.058009269206
3,174.41652626181232
4,201.30452180872348
5,197.2831028344516
6,188.85305036505383
7,209.39373352855048
8,183.3488720902328
9,160.89330606844288
