B cancel rate,Priority 2
month,Priority
1,0.0102949029846318
2,0.010420388233893
3,0.0347265115640656
4,0.0310828666708613
5,0.0247049669303592
6,0.0259846667056826
7,0.0309717382888114
8,0.0267208330949247
9,0.0255751555631672
