B p1,Priority 2
month,Priority
1,0.106489686405328
2,0.0655205028978939
3,0.0631303248156261
4,0.0688528699502321
5,0.0673058450427471
6,0.0684335981899936
7,0.0689932116804376
8,0.0664051789954992
9,0.0658810330777348
